cust_id,city,total_spend,spend_tier
2973,Abu Dhabi,11837.57,Medium
3675,Dubai,11836.90,Medium
1003,Sharjah,11836.86,Medium
3796,Dubai,11835.15,Medium
409,Sharjah,11835.10,Medium
3874,Dubai,11835.05,Medium
802,Dubai,11834.84,Medium
2595,Dubai,11834.32,Medium
3480,Abu Dhabi,11834.29,Medium
4305,Sharjah,11833.34,Medium
2918,Sharjah,11832.83,Medium
4243,Dubai,11832.65,Medium
4050,Abu Dhabi,11831.90,Medium
4736,Abu Dhabi,11831.36,Medium
3183,Dubai,11830.85,Medium
1031,Abu Dhabi,11829.57,Medium
276,Dubai,11827.54,Medium
1298,Dubai,11827.17,Medium
533,Abu Dhabi,11824.60,Medium
4302,Dubai,11824.38,Medium
3921,Abu Dhabi,11823.54,Medium
2880,Dubai,11823.32,Medium
1810,Sharjah,11821.01,Medium
1077,Dubai,11820.79,Medium
2798,Abu Dhabi,11820.28,Medium
2319,Abu Dhabi,11820.02,Medium
4879,Dubai,11818.39,Medium
2314,Abu Dhabi,11816.26,Medium
3699,Dubai,11813.74,Medium
1926,Dubai,11813.45,Medium
3704,Abu Dhabi,11812.85,Medium
1002,Dubai,11812.62,Medium
3044,Dubai,11811.17,Medium
1468,Abu Dhabi,11809.41,Medium
3052,Dubai,11808.62,Medium
2306,Dubai,11807.43,Medium
3616,Sharjah,11806.69,Medium
1357,Dubai,11806.08,Medium
3119,Dubai,11805.86,Medium
4916,Abu Dhabi,11805.76,Medium
549,Dubai,11805.44,Medium
1813,Dubai,11804.51,Medium
1560,Abu Dhabi,11804.46,Medium
3287,Abu Dhabi,11804.44,Medium
3371,Sharjah,11804.07,Medium
2830,Dubai,11803.99,Medium
4277,Dubai,11803.82,Medium
2336,Dubai,11803.48,Medium
1142,Abu Dhabi,11803.04,Medium
4100,Dubai,11802.04,Medium
4456,Dubai,11800.94,Medium
3968,Dubai,11800.90,Medium
4637,Sharjah,11800.82,Medium
3624,Dubai,11800.68,Medium
1599,Dubai,11798.26,Medium
2000,Sharjah,11796.76,Medium
3992,Abu Dhabi,11794.09,Medium
1703,Sharjah,11793.05,Medium
1716,Dubai,11792.91,Medium
1198,Abu Dhabi,11791.55,Medium
2141,Sharjah,11790.14,Medium
1148,Dubai,11790.03,Medium
4146,Sharjah,11789.25,Medium
1285,Dubai,11787.91,Medium
4638,Abu Dhabi,11786.75,Medium
4981,Dubai,11786.56,Medium
1594,Abu Dhabi,11784.26,Medium
2526,Dubai,11783.94,Medium
3066,Sharjah,11783.34,Medium
1405,Abu Dhabi,11782.76,Medium
1695,Abu Dhabi,11782.70,Medium
2684,Dubai,11782.29,Medium
350,Sharjah,11780.97,Medium
1677,Abu Dhabi,11778.44,Medium
295,Abu Dhabi,11777.23,Medium
3988,Dubai,11776.07,Medium
4352,Abu Dhabi,11775.82,Medium
4317,Dubai,11774.22,Medium
338,Abu Dhabi,11773.74,Medium
1437,Sharjah,11772.61,Medium
1900,Dubai,11771.71,Medium
1154,Dubai,11771.58,Medium
4751,Abu Dhabi,11771.39,Medium
2283,Dubai,11771.30,Medium
4085,Abu Dhabi,11768.78,Medium
3376,Abu Dhabi,11768.50,Medium
535,Sharjah,11765.52,Medium
1691,Abu Dhabi,11764.01,Medium
1498,Dubai,11763.69,Medium
105,Dubai,11763.57,Medium
4448,Abu Dhabi,11761.57,Medium
230,Dubai,11761.04,Medium
542,Abu Dhabi,11759.71,Medium
4757,Dubai,11759.37,Medium
377,Abu Dhabi,11759.27,Medium
3295,Abu Dhabi,11759.13,Medium
4564,Sharjah,11756.08,Medium
4372,Dubai,11756.07,Medium
1453,Abu Dhabi,11754.66,Medium
2177,Dubai,11754.44,Medium
3726,Dubai,11754.43,Medium
1012,Sharjah,11751.25,Medium
508,Dubai,11750.29,Medium
4075,Sharjah,11750.00,Medium
1035,Abu Dhabi,11749.28,Medium
3918,Abu Dhabi,11749.11,Medium
63,Dubai,11748.36,Medium
634,Dubai,11747.30,Medium
1064,Abu Dhabi,11746.53,Medium
1621,Dubai,11745.96,Medium
3723,Dubai,11744.40,Medium
4318,Dubai,11743.40,Medium
1660,Dubai,11743.17,Medium
2186,Dubai,11742.95,Medium
4692,Dubai,11742.84,Medium
108,Dubai,11741.74,Medium
4273,Dubai,11741.71,Medium
3936,Abu Dhabi,11741.23,Medium
612,Dubai,11741.05,Medium
1358,Dubai,11740.87,Medium
3102,Sharjah,11739.20,Medium
4612,Abu Dhabi,11737.81,Medium
1452,Sharjah,11737.43,Medium
2731,Sharjah,11734.74,Medium
504,Sharjah,11734.60,Medium
3965,Abu Dhabi,11734.52,Medium
4102,Abu Dhabi,11733.81,Medium
306,Dubai,11733.77,Medium
1009,Abu Dhabi,11733.63,Medium
1402,Dubai,11733.53,Medium
4139,Abu Dhabi,11732.60,Medium
4333,Sharjah,11732.16,Medium
354,Sharjah,11731.40,Medium
1628,Dubai,11731.14,Medium
1194,Dubai,11728.85,Medium
2570,Dubai,11725.26,Medium
4924,Abu Dhabi,11722.01,Medium
3664,Sharjah,11720.93,Medium
639,Dubai,11720.32,Medium
4236,Abu Dhabi,11719.95,Medium
70,Dubai,11718.64,Medium
2557,Sharjah,11715.37,Medium
1086,Abu Dhabi,11715.15,Medium
3816,Dubai,11714.84,Medium
1478,Dubai,11714.56,Medium
3456,Dubai,11714.34,Medium
4269,Abu Dhabi,11714.23,Medium
3195,Dubai,11713.75,Medium
1542,Abu Dhabi,11711.49,Medium
191,Dubai,11710.97,Medium
2483,Dubai,11709.90,Medium
4416,Abu Dhabi,11709.64,Medium
104,Sharjah,11708.36,Medium
4240,Dubai,11708.25,Medium
1711,Dubai,11706.58,Medium
1718,Abu Dhabi,11705.42,Medium
626,Dubai,11705.01,Medium
1380,Abu Dhabi,11703.99,Medium
4235,Dubai,11702.86,Medium
2309,Abu Dhabi,11702.23,Medium
1749,Sharjah,11701.44,Medium
3343,Dubai,11700.97,Medium
447,Dubai,11700.25,Medium
2479,Dubai,11699.59,Medium
2630,Dubai,11699.38,Medium
1265,Sharjah,11699.24,Medium
3788,Abu Dhabi,11699.04,Medium
4818,Abu Dhabi,11697.17,Medium
4294,Sharjah,11696.07,Medium
4944,Sharjah,11695.98,Medium
4331,Abu Dhabi,11695.84,Medium
723,Dubai,11694.72,Medium
1095,Dubai,11694.31,Medium
1551,Abu Dhabi,11693.90,Medium
1787,Dubai,11692.04,Medium
3758,Abu Dhabi,11691.13,Medium
2874,Dubai,11691.06,Medium
3880,Abu Dhabi,11690.81,Medium
3383,Dubai,11690.50,Medium
1401,Abu Dhabi,11688.44,Medium
728,Abu Dhabi,11686.99,Medium
4651,Sharjah,11686.76,Medium
3911,Dubai,11684.51,Medium
2538,Dubai,11683.74,Medium
4417,Sharjah,11683.35,Medium
4480,Dubai,11683.21,Medium
4304,Dubai,11682.38,Medium
4490,Sharjah,11682.14,Medium
892,Dubai,11681.89,Medium
75,Dubai,11681.75,Medium
1912,Sharjah,11681.70,Medium
2516,Sharjah,11681.14,Medium
1213,Dubai,11679.29,Medium
3712,Dubai,11677.49,Medium
617,Dubai,11676.85,Medium
2413,Dubai,11673.95,Medium
972,Dubai,11672.17,Medium
2581,Dubai,11669.36,Medium
4782,Abu Dhabi,11668.70,Medium
2576,Dubai,11668.27,Medium
2499,Abu Dhabi,11658.40,Medium
1394,Dubai,11657.39,Medium
1264,Sharjah,11655.92,Medium
3471,Dubai,11655.03,Medium
4493,Dubai,11653.43,Medium
3238,Sharjah,11651.56,Medium
940,Dubai,11651.18,Medium
107,Abu Dhabi,11649.64,Medium
2510,Sharjah,11646.57,Medium
1328,Abu Dhabi,11645.03,Medium
4868,Dubai,11644.77,Medium
195,Abu Dhabi,11642.71,Medium
1981,Dubai,11641.32,Medium
4118,Dubai,11640.70,Medium
2280,Dubai,11639.97,Medium
4775,Dubai,11639.55,Medium
2180,Abu Dhabi,11638.22,Medium
596,Sharjah,11637.94,Medium
5000,Dubai,11637.86,Medium
1239,Dubai,11635.99,Medium
1057,Abu Dhabi,11635.82,Medium
2551,Abu Dhabi,11635.14,Medium
1081,Dubai,11634.83,Medium
3725,Abu Dhabi,11634.43,Medium
2669,Dubai,11633.28,Medium
3943,Dubai,11631.77,Medium
4290,Abu Dhabi,11631.68,Medium
937,Dubai,11630.91,Medium
3631,Dubai,11627.46,Medium
1480,Dubai,11625.35,Medium
2877,Abu Dhabi,11625.26,Medium
1566,Dubai,11625.19,Medium
4395,Dubai,11625.17,Medium
402,Abu Dhabi,11624.19,Medium
253,Dubai,11622.64,Medium
812,Dubai,11622.47,Medium
4174,Abu Dhabi,11622.03,Medium
3247,Sharjah,11621.16,Medium
2729,Sharjah,11620.35,Medium
1894,Abu Dhabi,11619.57,Medium
4299,Dubai,11618.56,Medium
669,Abu Dhabi,11617.43,Medium
1751,Dubai,11616.19,Medium
2429,Sharjah,11615.70,Medium
3724,Dubai,11613.83,Medium
4124,Abu Dhabi,11612.50,Medium
3080,Abu Dhabi,11611.20,Medium
3377,Abu Dhabi,11610.13,Medium
2265,Abu Dhabi,11609.77,Medium
1423,Abu Dhabi,11608.43,Medium
2003,Dubai,11606.02,Medium
2106,Dubai,11605.53,Medium
4861,Sharjah,11603.99,Medium
4023,Dubai,11602.69,Medium
2819,Abu Dhabi,11602.29,Medium
363,Abu Dhabi,11601.55,Medium
1253,Dubai,11599.26,Medium
1518,Abu Dhabi,11598.67,Medium
3314,Dubai,11598.02,Medium
4037,Dubai,11597.22,Medium
2608,Dubai,11595.68,Medium
2073,Sharjah,11592.01,Medium
3973,Dubai,11592.00,Medium
4320,Sharjah,11588.51,Medium
3553,Abu Dhabi,11588.14,Medium
521,Dubai,11587.24,Medium
3025,Sharjah,11586.45,Medium
4413,Dubai,11583.40,Medium
1400,Dubai,11582.86,Medium
1558,Abu Dhabi,11582.29,Medium
2055,Sharjah,11581.37,Medium
4930,Sharjah,11580.31,Medium
3527,Sharjah,11580.27,Medium
961,Abu Dhabi,11579.90,Medium
2846,Abu Dhabi,11579.56,Medium
98,Dubai,11578.71,Medium
1319,Abu Dhabi,11576.09,Medium
4217,Sharjah,11574.77,Medium
40,Sharjah,11573.45,Medium
4834,Dubai,11573.13,Medium
4601,Dubai,11572.01,Medium
3588,Dubai,11570.76,Medium
2239,Abu Dhabi,11569.96,Medium
1263,Abu Dhabi,11565.51,Medium
2956,Abu Dhabi,11564.70,Medium
531,Dubai,11564.55,Medium
1033,Dubai,11564.17,Medium
1386,Abu Dhabi,11563.53,Medium
4010,Dubai,11563.22,Medium
4003,Abu Dhabi,11561.97,Medium
2680,Abu Dhabi,11561.63,Medium
4427,Dubai,11558.26,Medium
3199,Dubai,11557.95,Medium
4778,Sharjah,11550.55,Medium
440,Abu Dhabi,11549.30,Medium
1808,Dubai,11548.04,Medium
2587,Dubai,11547.37,Medium
944,Dubai,11547.15,Medium
3565,Abu Dhabi,11547.06,Medium
3244,Dubai,11545.85,Medium
935,Abu Dhabi,11545.03,Medium
580,Dubai,11541.29,Medium
3633,Abu Dhabi,11538.70,Medium
2757,Dubai,11538.10,Medium
4618,Dubai,11536.47,Medium
941,Abu Dhabi,11536.35,Medium
589,Abu Dhabi,11536.18,Medium
4454,Dubai,11535.94,Medium
235,Abu Dhabi,11532.76,Medium
3182,Abu Dhabi,11530.38,Medium
3885,Sharjah,11527.07,Medium
2999,Sharjah,11523.67,Medium
3940,Sharjah,11523.52,Medium
4938,Dubai,11523.52,Medium
1954,Dubai,11522.98,Medium
2291,Sharjah,11522.12,Medium
3666,Abu Dhabi,11522.08,Medium
4046,Dubai,11517.92,Medium
257,Sharjah,11517.79,Medium
510,Sharjah,11517.68,Medium
3361,Sharjah,11516.26,Medium
2515,Dubai,11515.12,Medium
3112,Dubai,11514.89,Medium
1533,Abu Dhabi,11514.32,Medium
3767,Dubai,11513.81,Medium
3499,Abu Dhabi,11508.18,Medium
4297,Abu Dhabi,11507.96,Medium
459,Sharjah,11507.59,Medium
3261,Dubai,11507.20,Medium
3578,Sharjah,11507.19,Medium
4726,Dubai,11507.10,Medium
1570,Abu Dhabi,11506.93,Medium
2071,Abu Dhabi,11506.60,Medium
27,Sharjah,11505.40,Medium
579,Abu Dhabi,11503.12,Medium
4831,Dubai,11502.75,Medium
170,Abu Dhabi,11501.92,Medium
3900,Dubai,11501.65,Medium
2022,Abu Dhabi,11501.27,Medium
4229,Dubai,11500.81,Medium
4540,Sharjah,11500.36,Medium
480,Dubai,11500.27,Medium
3595,Abu Dhabi,11499.62,Medium
4698,Dubai,11498.94,Medium
4166,Abu Dhabi,11490.59,Medium
1574,Dubai,11490.37,Medium
3963,Abu Dhabi,11488.58,Medium
2472,Sharjah,11488.08,Medium
4399,Sharjah,11485.97,Medium
2850,Dubai,11485.45,Medium
3124,Dubai,11480.04,Medium
289,Sharjah,11478.85,Medium
3692,Abu Dhabi,11477.33,Medium
1020,Abu Dhabi,11475.12,Medium
3494,Dubai,11473.97,Medium
2921,Sharjah,11472.88,Medium
541,Sharjah,11472.63,Medium
351,Sharjah,11472.53,Medium
2959,Sharjah,11471.90,Medium
462,Dubai,11471.80,Medium
4937,Sharjah,11470.99,Medium
1114,Dubai,11470.89,Medium
238,Abu Dhabi,11468.22,Medium
123,Abu Dhabi,11467.27,Medium
2585,Dubai,11465.89,Medium
3501,Abu Dhabi,11464.62,Medium
1410,Dubai,11462.89,Medium
2221,Dubai,11460.56,Medium
3273,Sharjah,11460.34,Medium
4806,Dubai,11458.86,Medium
1236,Sharjah,11458.41,Medium
1106,Dubai,11457.71,Medium
657,Dubai,11457.62,Medium
3226,Sharjah,11454.01,Medium
4627,Sharjah,11453.92,Medium
3736,Dubai,11452.61,Medium
2596,Dubai,11451.53,Medium
2035,Dubai,11449.55,Medium
1756,Dubai,11446.89,Medium
2841,Sharjah,11445.10,Medium
2615,Abu Dhabi,11445.07,Medium
2791,Abu Dhabi,11444.36,Medium
3550,Dubai,11444.30,Medium
4939,Dubai,11444.26,Medium
4310,Dubai,11443.71,Medium
1593,Sharjah,11443.39,Medium
4390,Abu Dhabi,11443.16,Medium
493,Abu Dhabi,11441.37,Medium
496,Dubai,11440.27,Medium
1539,Dubai,11440.22,Medium
836,Sharjah,11439.56,Medium
2426,Dubai,11439.40,Medium
2345,Sharjah,11439.03,Medium
4016,Dubai,11438.98,Medium
3452,Dubai,11436.87,Medium
3179,Sharjah,11436.44,Medium
749,Sharjah,11434.76,Medium
4605,Dubai,11433.67,Medium
4466,Sharjah,11432.53,Medium
1006,Dubai,11431.68,Medium
1260,Abu Dhabi,11427.80,Medium
2884,Sharjah,11427.64,Medium
11,Abu Dhabi,11427.49,Medium
2513,Dubai,11427.22,Medium
4204,Abu Dhabi,11426.74,Medium
3099,Abu Dhabi,11426.01,Medium
1310,Dubai,11425.54,Medium
1228,Dubai,11425.44,Medium
1702,Sharjah,11425.35,Medium
1190,Abu Dhabi,11423.60,Medium
2365,Dubai,11422.71,Medium
3832,Abu Dhabi,11421.92,Medium
3441,Abu Dhabi,11421.43,Medium
4789,Abu Dhabi,11421.20,Medium
4142,Dubai,11419.13,Medium
4438,Abu Dhabi,11415.66,Medium
2914,Dubai,11414.79,Medium
938,Dubai,11411.59,Medium
3326,Dubai,11410.53,Medium
933,Dubai,11409.39,Medium
2765,Dubai,11409.27,Medium
4468,Dubai,11409.20,Medium
3531,Dubai,11408.58,Medium
1876,Sharjah,11408.48,Medium
990,Abu Dhabi,11407.16,Medium
1063,Dubai,11406.90,Medium
417,Dubai,11405.88,Medium
767,Abu Dhabi,11405.37,Medium
4793,Dubai,11404.84,Medium
1877,Dubai,11404.67,Medium
3224,Dubai,11401.22,Medium
3604,Sharjah,11399.49,Medium
3823,Dubai,11396.53,Medium
2639,Abu Dhabi,11396.27,Medium
2517,Abu Dhabi,11395.52,Medium
4973,Dubai,11395.27,Medium
1112,Dubai,11393.78,Medium
1138,Dubai,11392.52,Medium
2458,Dubai,11391.14,Medium
2355,Sharjah,11389.53,Medium
2715,Dubai,11389.35,Medium
4717,Dubai,11388.73,Medium
960,Sharjah,11387.20,Medium
46,Abu Dhabi,11385.59,Medium
1750,Dubai,11384.07,Medium
908,Dubai,11383.90,Medium
598,Dubai,11383.77,Medium
4644,Abu Dhabi,11383.54,Medium
3135,Dubai,11382.40,Medium
278,Dubai,11381.52,Medium
4422,Dubai,11379.62,Medium
1041,Dubai,11379.01,Medium
1126,Dubai,11378.00,Medium
397,Abu Dhabi,11376.21,Medium
2831,Dubai,11374.44,Medium
2436,Sharjah,11372.39,Medium
1121,Dubai,11372.15,Medium
2985,Dubai,11371.15,Medium
1192,Abu Dhabi,11370.59,Medium
133,Dubai,11368.45,Medium
4974,Abu Dhabi,11367.57,Medium
837,Abu Dhabi,11366.18,Medium
4430,Abu Dhabi,11364.24,Medium
1661,Abu Dhabi,11363.17,Medium
2675,Dubai,11363.16,Medium
3319,Abu Dhabi,11362.89,Medium
2366,Dubai,11361.17,Medium
151,Dubai,11361.16,Medium
4172,Dubai,11360.96,Medium
4962,Dubai,11360.54,Medium
2120,Abu Dhabi,11360.12,Medium
4579,Dubai,11359.95,Medium
3003,Dubai,11359.94,Medium
2200,Sharjah,11359.80,Medium
4872,Sharjah,11359.16,Medium
2158,Dubai,11358.17,Medium
4727,Abu Dhabi,11357.76,Medium
2284,Sharjah,11357.65,Medium
551,Abu Dhabi,11356.93,Medium
3618,Abu Dhabi,11355.33,Medium
1119,Sharjah,11355.02,Medium
3277,Dubai,11354.99,Medium
4863,Dubai,11352.98,Medium
3703,Dubai,11348.86,Medium
4526,Sharjah,11348.09,Medium
1627,Sharjah,11347.24,Medium
4976,Dubai,11346.90,Medium
1612,Sharjah,11346.62,Medium
963,Abu Dhabi,11345.73,Medium
1458,Sharjah,11344.58,Medium
1342,Abu Dhabi,11343.52,Medium
411,Dubai,11343.15,Medium
3569,Dubai,11342.38,Medium
4743,Dubai,11341.69,Medium
2440,Sharjah,11341.63,Medium
3810,Abu Dhabi,11338.73,Medium
4105,Dubai,11338.25,Medium
3245,Sharjah,11338.15,Medium
3323,Sharjah,11337.45,Medium
959,Sharjah,11335.18,Medium
2643,Abu Dhabi,11334.75,Medium
4149,Abu Dhabi,11333.25,Medium
2058,Abu Dhabi,11333.20,Medium
564,Sharjah,11332.30,Medium
323,Dubai,11332.03,Medium
399,Abu Dhabi,11330.57,Medium
953,Abu Dhabi,11327.81,Medium
1252,Dubai,11325.77,Medium
3720,Dubai,11325.67,Medium
2618,Dubai,11325.48,Medium
4509,Abu Dhabi,11322.91,Medium
3237,Dubai,11322.90,Medium
298,Abu Dhabi,11322.22,Medium
867,Sharjah,11316.27,Medium
1373,Dubai,11315.13,Medium
1409,Sharjah,11312.69,Medium
373,Dubai,11312.09,Medium
1697,Abu Dhabi,11309.75,Medium
174,Dubai,11308.52,Medium
1107,Sharjah,11308.51,Medium
1140,Dubai,11307.79,Medium
2616,Sharjah,11307.65,Medium
116,Dubai,11305.57,Medium
2048,Sharjah,11304.90,Medium
415,Dubai,11304.71,Medium
2620,Abu Dhabi,11303.83,Medium
4849,Dubai,11302.86,Medium
3508,Abu Dhabi,11302.81,Medium
3818,Dubai,11301.64,Medium
2189,Abu Dhabi,11299.98,Medium
4943,Dubai,11299.58,Medium
524,Sharjah,11299.11,Medium
3305,Dubai,11298.22,Medium
1495,Sharjah,11297.60,Medium
1524,Abu Dhabi,11296.81,Medium
3041,Dubai,11296.62,Medium
4144,Sharjah,11296.03,Medium
13,Abu Dhabi,11294.83,Medium
3249,Abu Dhabi,11294.59,Medium
3848,Abu Dhabi,11294.06,Medium
2713,Sharjah,11292.56,Medium
3264,Dubai,11292.31,Medium
331,Dubai,11289.59,Medium
2297,Abu Dhabi,11288.58,Medium
2211,Abu Dhabi,11287.22,Medium
1355,Abu Dhabi,11286.23,Medium
441,Dubai,11285.55,Medium
2640,Sharjah,11285.05,Medium
931,Dubai,11284.64,Medium
2358,Abu Dhabi,11282.85,Medium
1963,Dubai,11281.82,Medium
1479,Abu Dhabi,11278.54,Medium
2353,Dubai,11277.63,Medium
3297,Dubai,11276.29,Medium
1609,Sharjah,11275.65,Medium
4600,Dubai,11275.25,Medium
182,Sharjah,11274.72,Medium
4210,Dubai,11274.20,Medium
698,Sharjah,11273.92,Medium
2687,Sharjah,11273.59,Medium
1442,Dubai,11272.62,Medium
4507,Dubai,11272.27,Medium
4754,Dubai,11270.23,Medium
3938,Dubai,11270.00,Medium
2231,Dubai,11268.55,Medium
4683,Sharjah,11267.79,Medium
729,Abu Dhabi,11264.58,Medium
1924,Abu Dhabi,11264.25,Medium
3693,Sharjah,11264.24,Medium
910,Abu Dhabi,11262.26,Medium
1644,Abu Dhabi,11261.71,Medium
662,Sharjah,11261.19,Medium
2428,Abu Dhabi,11259.63,Medium
4763,Dubai,11259.48,Medium
1758,Dubai,11258.71,Medium
1268,Dubai,11256.25,Medium
1826,Abu Dhabi,11255.53,Medium
546,Dubai,11254.69,Medium
1562,Abu Dhabi,11254.35,Medium
4569,Dubai,11253.92,Medium
4633,Sharjah,11251.51,Medium
3976,Dubai,11251.20,Medium
986,Dubai,11250.85,Medium
2720,Dubai,11249.75,Medium
2475,Dubai,11249.49,Medium
1083,Dubai,11249.21,Medium
2227,Abu Dhabi,11249.21,Medium
1045,Abu Dhabi,11248.16,Medium
2976,Abu Dhabi,11247.19,Medium
1058,Abu Dhabi,11245.31,Medium
3447,Dubai,11245.09,Medium
1046,Dubai,11238.68,Medium
1796,Dubai,11238.17,Medium
3104,Sharjah,11238.05,Medium
1209,Dubai,11237.79,Medium
640,Dubai,11237.32,Medium
1023,Dubai,11237.17,Medium
4262,Dubai,11235.82,Medium
3477,Dubai,11235.42,Medium
593,Abu Dhabi,11233.58,Medium
2233,Dubai,11231.36,Medium
1068,Abu Dhabi,11229.83,Medium
2540,Dubai,11228.66,Medium
721,Dubai,11227.97,Medium
1637,Dubai,11227.80,Medium
520,Abu Dhabi,11227.60,Medium
2782,Abu Dhabi,11227.27,Medium
1828,Abu Dhabi,11225.98,Medium
3545,Dubai,11225.65,Medium
144,Sharjah,11223.87,Medium
3505,Abu Dhabi,11223.79,Medium
2092,Sharjah,11223.53,Medium
4533,Abu Dhabi,11219.32,Medium
3708,Abu Dhabi,11219.06,Medium
1270,Dubai,11218.79,Medium
636,Sharjah,11218.15,Medium
2311,Abu Dhabi,11217.86,Medium
1122,Sharjah,11217.21,Medium
2159,Dubai,11216.06,Medium
1294,Dubai,11215.91,Medium
4230,Dubai,11215.74,Medium
985,Dubai,11215.44,Medium
4428,Abu Dhabi,11215.39,Medium
115,Abu Dhabi,11214.24,Medium
4358,Sharjah,11214.11,Medium
719,Dubai,11212.50,Medium
1720,Dubai,11211.45,Medium
1164,Dubai,11210.38,Medium
1928,Sharjah,11208.66,Medium
3895,Abu Dhabi,11206.29,Medium
4613,Abu Dhabi,11205.36,Medium
1187,Abu Dhabi,11204.90,Medium
2294,Dubai,11204.43,Medium
3960,Abu Dhabi,11202.22,Medium
16,Abu Dhabi,11201.61,Medium
416,Dubai,11200.18,Medium
2817,Dubai,11200.09,Medium
514,Dubai,11196.21,Medium
2702,Dubai,11196.09,Medium
3908,Dubai,11195.24,Medium
4883,Dubai,11194.85,Medium
1987,Dubai,11194.01,Medium
2115,Dubai,11193.74,Medium
2678,Dubai,11193.15,Medium
4279,Dubai,11192.69,Medium
2260,Dubai,11191.94,Medium
2102,Dubai,11191.12,Medium
4570,Dubai,11190.30,Medium
3370,Dubai,11188.73,Medium
553,Abu Dhabi,11188.63,Medium
3258,Sharjah,11187.61,Medium
1511,Abu Dhabi,11186.73,Medium
3347,Dubai,11185.70,Medium
832,Sharjah,11185.41,Medium
3762,Abu Dhabi,11185.30,Medium
3592,Dubai,11184.68,Medium
181,Abu Dhabi,11183.74,Medium
3123,Sharjah,11183.14,Medium
3129,Abu Dhabi,11182.68,Medium
4289,Abu Dhabi,11179.71,Medium
4680,Sharjah,11178.80,Medium
3835,Dubai,11178.59,Medium
3928,Abu Dhabi,11178.09,Medium
2506,Abu Dhabi,11176.95,Medium
2635,Dubai,11174.72,Medium
981,Dubai,11174.28,Medium
3754,Sharjah,11174.24,Medium
528,Dubai,11173.31,Medium
3897,Dubai,11173.08,Medium
1390,Dubai,11173.01,Medium
3547,Dubai,11172.20,Medium
3697,Sharjah,11170.62,Medium
3586,Dubai,11168.37,Medium
851,Sharjah,11168.07,Medium
1988,Sharjah,11165.87,Medium
3990,Dubai,11164.79,Medium
3753,Dubai,11164.33,Medium
1764,Dubai,11163.21,Medium
3299,Abu Dhabi,11163.03,Medium
3171,Dubai,11162.88,Medium
4093,Abu Dhabi,11162.65,Medium
3214,Dubai,11162.58,Medium
3741,Dubai,11161.40,Medium
3551,Abu Dhabi,11160.12,Medium
2683,Dubai,11159.62,Medium
2848,Dubai,11158.64,Medium
3773,Dubai,11156.92,Medium
532,Sharjah,11155.49,Medium
947,Dubai,11152.53,Medium
4025,Dubai,11152.22,Medium
1283,Abu Dhabi,11151.52,Medium
4989,Abu Dhabi,11148.89,Medium
2482,Abu Dhabi,11146.84,Medium
2779,Sharjah,11146.63,Medium
2450,Sharjah,11144.18,Medium
4033,Dubai,11143.96,Medium
3529,Dubai,11143.77,Medium
2629,Dubai,11142.87,Medium
3146,Abu Dhabi,11141.79,Medium
4348,Dubai,11139.12,Medium
957,Dubai,11138.70,Medium
3070,Sharjah,11138.08,Medium
209,Sharjah,11137.79,Medium
3278,Dubai,11136.73,Medium
3398,Abu Dhabi,11136.28,Medium
1166,Abu Dhabi,11135.29,Medium
2104,Dubai,11131.66,Medium
2276,Dubai,11131.53,Medium
3020,Dubai,11130.69,Medium
4060,Abu Dhabi,11129.61,Medium
1125,Dubai,11129.17,Medium
2493,Dubai,11129.06,Medium
290,Dubai,11127.75,Medium
2223,Sharjah,11127.72,Medium
3952,Dubai,11127.09,Medium
4170,Dubai,11126.91,Medium
4473,Abu Dhabi,11126.03,Medium
1232,Dubai,11124.77,Medium
3186,Dubai,11123.99,Medium
3977,Dubai,11121.86,Medium
2966,Abu Dhabi,11119.43,Medium
578,Dubai,11119.43,Medium
1244,Sharjah,11115.76,Medium
2882,Dubai,11114.59,Medium
692,Abu Dhabi,11114.07,Medium
140,Dubai,11113.92,Medium
3714,Dubai,11112.61,Medium
2644,Abu Dhabi,11108.88,Medium
1127,Abu Dhabi,11107.55,Medium
607,Sharjah,11106.64,Medium
2126,Dubai,11106.51,Medium
2897,Dubai,11103.57,Medium
4241,Dubai,11103.20,Medium
30,Abu Dhabi,11102.65,Medium
3335,Dubai,11102.46,Medium
1332,Dubai,11102.41,Medium
3384,Dubai,11101.75,Medium
1989,Dubai,11101.70,Medium
1970,Dubai,11101.62,Medium
1792,Sharjah,11101.58,Medium
2995,Dubai,11099.46,Medium
1527,Abu Dhabi,11099.23,Medium
2544,Dubai,11099.12,Medium
4449,Dubai,11099.11,Medium
4365,Sharjah,11098.97,Medium
3597,Sharjah,11096.91,Medium
2974,Abu Dhabi,11095.64,Medium
4681,Dubai,11095.30,Medium
1149,Dubai,11094.54,Medium
106,Sharjah,11093.94,Medium
1666,Abu Dhabi,11093.61,Medium
2833,Dubai,11092.37,Medium
4113,Abu Dhabi,11092.33,Medium
2935,Dubai,11092.30,Medium
1857,Sharjah,11091.24,Medium
1429,Abu Dhabi,11090.82,Medium
2421,Dubai,11087.34,Medium
4004,Dubai,11084.99,Medium
4220,Abu Dhabi,11084.98,Medium
4545,Dubai,11084.52,Medium
646,Sharjah,11084.10,Medium
476,Dubai,11082.39,Medium
2339,Dubai,11081.96,Medium
4385,Sharjah,11081.02,Medium
4257,Dubai,11079.71,Medium
1759,Abu Dhabi,11078.97,Medium
3647,Abu Dhabi,11078.88,Medium
