cohort_month,months_since_signup,cohort_size,retained_customers,retention_rate_pct
2024-11-01,7,78,65,83.33
2024-11-01,8,78,66,84.62
2024-11-01,9,78,62,79.49
2024-11-01,10,78,54,69.23
2024-11-01,11,78,58,74.36
2024-12-01,0,89,70,78.65
2024-12-01,1,89,78,87.64
2024-12-01,2,89,82,92.13
2024-12-01,3,89,75,84.27
2024-12-01,4,89,58,65.17
2024-12-01,5,89,71,79.78
2024-12-01,6,89,75,84.27
2024-12-01,7,89,72,80.90
2024-12-01,8,89,70,78.65
2024-12-01,9,89,58,65.17
2024-12-01,10,89,69,77.53
2025-01-01,0,86,79,91.86
2025-01-01,1,86,70,81.40
2025-01-01,2,86,76,88.37
2025-01-01,3,86,51,59.30
2025-01-01,4,86,78,90.70
2025-01-01,5,86,74,86.05
2025-01-01,6,86,77,89.53
2025-01-01,7,86,76,88.37
2025-01-01,8,86,57,66.28
2025-01-01,9,86,56,65.12
2025-02-01,0,77,70,90.91
2025-02-01,1,77,65,84.42
2025-02-01,2,77,55,71.43
2025-02-01,3,77,66,85.71
2025-02-01,4,77,59,76.62
2025-02-01,5,77,61,79.22
2025-02-01,6,77,62,80.52
2025-02-01,7,77,51,66.23
2025-02-01,8,77,51,66.23
2025-03-01,0,98,81,82.65
2025-03-01,1,98,66,67.35
2025-03-01,2,98,80,81.63
2025-03-01,3,98,81,82.65
2025-03-01,4,98,75,76.53
2025-03-01,5,98,84,85.71
2025-03-01,6,98,68,69.39
2025-03-01,7,98,74,75.51
2025-04-01,0,87,67,77.01
2025-04-01,1,87,78,89.66
2025-04-01,2,87,76,87.36
2025-04-01,3,87,73,83.91
2025-04-01,4,87,71,81.61
2025-04-01,5,87,63,72.41
2025-04-01,6,87,61,70.11
2025-05-01,0,94,81,86.17
2025-05-01,1,94,80,85.11
2025-05-01,2,94,73,77.66
2025-05-01,3,94,74,78.72
2025-05-01,4,94,58,61.70
2025-05-01,5,94,64,68.09
2025-06-01,0,84,71,84.52
2025-06-01,1,84,72,85.71
2025-06-01,2,84,71,84.52
2025-06-01,3,84,61,72.62
2025-06-01,4,84,55,65.48
2025-07-01,0,73,62,84.93
2025-07-01,1,73,63,86.30
2025-07-01,2,73,50,68.49
2025-07-01,3,73,52,71.23
2025-08-01,0,83,68,81.93
2025-08-01,1,83,55,66.27
2025-08-01,2,83,70,84.34
2025-09-01,0,87,62,71.26
2025-09-01,1,87,71,81.61
2025-10-01,0,68,51,75.00
